idx,context_idx,0
44091.0,99.0,real
44091.0,100.0,fake
44091.0,101.0,fake
44091.0,102.0,fake
44091.0,103.0,fake
44091.0,104.0,real
44091.0,105.0,real
44091.0,106.0,fake
44092.0,0.0,fake
44092.0,1.0,fake
44092.0,2.0,real
44092.0,3.0,real
44092.0,4.0,fake
44092.0,5.0,fake
44092.0,6.0,fake
44092.0,7.0,fake
44092.0,8.0,fake
44092.0,9.0,fake
44092.0,10.0,fake
44092.0,11.0,fake
44092.0,12.0,fake
44092.0,13.0,fake
44092.0,14.0,fake
44092.0,15.0,fake
44092.0,16.0,real
44092.0,17.0,real
44092.0,18.0,fake
44093.0,0.0,fake
44093.0,1.0,real
44093.0,2.0,real
44093.0,3.0,fake
44093.0,4.0,fake
44093.0,5.0,fake
44093.0,6.0,fake
44093.0,7.0,fake
44093.0,8.0,fake
44093.0,9.0,fake
44093.0,10.0,fake
44093.0,11.0,fake
44093.0,12.0,fake
44094.0,0.0,fake
44094.0,1.0,fake
44094.0,2.0,fake
44094.0,3.0,fake
44094.0,4.0,real
44094.0,5.0,fake
44094.0,6.0,fake
44094.0,7.0,fake
44094.0,8.0,fake
44094.0,9.0,fake
44094.0,10.0,fake
44094.0,11.0,fake
44094.0,12.0,fake
44094.0,13.0,fake
44094.0,14.0,fake
44094.0,15.0,real
44094.0,16.0,fake
44094.0,17.0,fake
44094.0,18.0,fake
44094.0,19.0,fake
44094.0,20.0,fake
44094.0,21.0,fake
44094.0,22.0,fake
44094.0,23.0,real
44094.0,24.0,fake
44094.0,25.0,fake
44094.0,26.0,fake
44094.0,27.0,fake
44094.0,28.0,fake
44094.0,29.0,real
44094.0,30.0,fake
44094.0,31.0,fake
44094.0,32.0,fake
44094.0,33.0,fake
44095.0,0.0,fake
44095.0,1.0,real
44095.0,2.0,real
44095.0,3.0,fake
44095.0,4.0,fake
44095.0,5.0,fake
44095.0,6.0,fake
44095.0,7.0,fake
44095.0,8.0,fake
44095.0,9.0,fake
44095.0,10.0,fake
44095.0,11.0,fake
44095.0,12.0,fake
44095.0,13.0,fake
44095.0,14.0,fake
44095.0,15.0,fake
44095.0,16.0,fake
44095.0,17.0,real
44095.0,18.0,fake
44095.0,19.0,fake
44095.0,20.0,fake
44095.0,21.0,fake
44095.0,22.0,fake
44096.0,0.0,fake
44096.0,1.0,real
44096.0,2.0,fake
44096.0,3.0,fake
44096.0,4.0,fake
44096.0,5.0,fake
44096.0,6.0,fake
44096.0,7.0,fake
44096.0,8.0,fake
44096.0,9.0,fake
44097.0,0.0,real
44097.0,1.0,fake
44097.0,2.0,fake
44097.0,3.0,fake
44097.0,4.0,fake
44097.0,5.0,fake
44097.0,6.0,fake
44097.0,7.0,fake
44098.0,0.0,fake
44098.0,1.0,fake
44098.0,2.0,fake
44098.0,3.0,real
44098.0,4.0,fake
44098.0,5.0,real
44098.0,6.0,real
44098.0,7.0,fake
44098.0,8.0,fake
44098.0,9.0,fake
44098.0,10.0,fake
44098.0,11.0,fake
44098.0,12.0,fake
44098.0,13.0,fake
44098.0,14.0,fake
44098.0,15.0,fake
44098.0,16.0,fake
44098.0,17.0,real
44098.0,18.0,fake
44098.0,19.0,fake
44098.0,20.0,fake
44098.0,21.0,fake
44098.0,22.0,fake
44098.0,23.0,fake
44098.0,24.0,fake
44098.0,25.0,fake
44098.0,26.0,real
44098.0,27.0,fake
44098.0,28.0,real
44098.0,29.0,fake
44098.0,30.0,real
44098.0,31.0,fake
44098.0,32.0,fake
44098.0,33.0,real
44098.0,34.0,fake
44099.0,0.0,fake
44099.0,1.0,fake
44099.0,2.0,fake
44099.0,3.0,fake
44099.0,4.0,real
44099.0,5.0,fake
44099.0,6.0,fake
44099.0,7.0,fake
44099.0,8.0,fake
44099.0,9.0,real
44099.0,10.0,fake
44099.0,11.0,fake
44099.0,12.0,fake
44099.0,13.0,fake
44099.0,14.0,fake
44099.0,15.0,fake
44099.0,16.0,fake
44099.0,17.0,real
44099.0,18.0,real
44099.0,19.0,fake
44099.0,20.0,real
44099.0,21.0,fake
44099.0,22.0,fake
44099.0,23.0,fake
44099.0,24.0,fake
44099.0,25.0,fake
44099.0,26.0,fake
44099.0,27.0,fake
44099.0,28.0,fake
44099.0,29.0,real
44099.0,30.0,fake
44099.0,31.0,fake
44099.0,32.0,fake
44099.0,33.0,fake
44099.0,34.0,fake
44099.0,35.0,fake
44099.0,36.0,fake
44099.0,37.0,fake
44099.0,38.0,fake
44099.0,39.0,fake
44099.0,40.0,real
44099.0,41.0,real
44099.0,42.0,fake
44099.0,43.0,fake
44099.0,44.0,fake
44099.0,45.0,real
44099.0,46.0,real
44099.0,47.0,fake
44100.0,0.0,fake
44100.0,1.0,real
44100.0,2.0,real
44100.0,3.0,fake
44100.0,4.0,real
44100.0,5.0,fake
44100.0,6.0,real
44100.0,7.0,real
44100.0,8.0,real
44100.0,9.0,fake
44100.0,10.0,real
44100.0,11.0,fake
44100.0,12.0,fake
44100.0,13.0,fake
44100.0,14.0,fake
44100.0,15.0,real
44100.0,16.0,fake
44100.0,17.0,real
44100.0,18.0,fake
44100.0,19.0,real
44100.0,20.0,fake
44100.0,21.0,fake
44100.0,22.0,fake
44100.0,23.0,fake
44101.0,0.0,fake
44101.0,1.0,fake
44101.0,2.0,fake
44101.0,3.0,fake
44101.0,4.0,fake
44101.0,5.0,real
44101.0,6.0,fake
44101.0,7.0,fake
44101.0,8.0,fake
44101.0,9.0,fake
44101.0,10.0,fake
44101.0,11.0,real
44101.0,12.0,fake
44101.0,13.0,fake
44101.0,14.0,real
44101.0,15.0,fake
44101.0,16.0,real
44101.0,17.0,fake
44101.0,18.0,fake
44101.0,19.0,fake
44101.0,20.0,fake
44101.0,21.0,fake
44101.0,22.0,fake
44101.0,23.0,fake
44101.0,24.0,fake
44101.0,25.0,real
44101.0,26.0,fake
44101.0,27.0,fake
44101.0,28.0,fake
44102.0,0.0,fake
44102.0,1.0,fake
44102.0,2.0,real
44102.0,3.0,real
44102.0,4.0,fake
44102.0,5.0,fake
44102.0,6.0,fake
44102.0,7.0,fake
44102.0,8.0,real
44102.0,9.0,fake
44102.0,10.0,fake
44102.0,11.0,fake
44102.0,12.0,fake
44102.0,13.0,fake
44102.0,14.0,real
44102.0,15.0,fake
44102.0,16.0,fake
44102.0,17.0,fake
44102.0,18.0,fake
44102.0,19.0,real
44102.0,20.0,fake
44102.0,21.0,fake
44102.0,22.0,fake
44102.0,23.0,fake
44102.0,24.0,fake
44102.0,25.0,real
44102.0,26.0,fake
44102.0,27.0,fake
44102.0,28.0,fake
44102.0,29.0,real
44102.0,30.0,fake
44102.0,31.0,fake
44102.0,32.0,fake
44102.0,33.0,fake
44102.0,34.0,real
44102.0,35.0,real
44102.0,36.0,real
44102.0,37.0,fake
44102.0,38.0,fake
44102.0,39.0,real
44102.0,40.0,fake
44102.0,41.0,fake
44102.0,42.0,fake
44102.0,43.0,real
44102.0,44.0,fake
44102.0,45.0,fake
44102.0,46.0,fake
44102.0,47.0,fake
44102.0,48.0,fake
44102.0,49.0,fake
44102.0,50.0,real
44102.0,51.0,fake
44102.0,52.0,fake
44102.0,53.0,real
44102.0,54.0,fake
44102.0,55.0,real
44102.0,56.0,real
44102.0,57.0,real
44102.0,58.0,fake
44102.0,59.0,fake
44102.0,60.0,fake
44102.0,61.0,fake
44102.0,62.0,fake
44102.0,63.0,real
44102.0,64.0,fake
44102.0,65.0,fake
44103.0,0.0,fake
44103.0,1.0,fake
44103.0,2.0,fake
44103.0,3.0,fake
44103.0,4.0,real
44103.0,5.0,fake
44103.0,6.0,fake
44103.0,7.0,real
44103.0,8.0,fake
44103.0,9.0,fake
44103.0,10.0,fake
44103.0,11.0,fake
44103.0,12.0,fake
44103.0,13.0,real
44103.0,14.0,fake
44103.0,15.0,real
44103.0,16.0,fake
44103.0,17.0,fake
44103.0,18.0,fake
44103.0,19.0,fake
44103.0,20.0,fake
44103.0,21.0,fake
44103.0,22.0,fake
44103.0,23.0,real
44103.0,24.0,fake
44103.0,25.0,fake
44103.0,26.0,fake
44103.0,27.0,fake
44103.0,28.0,fake
44103.0,29.0,fake
44103.0,30.0,fake
44103.0,31.0,fake
44103.0,32.0,fake
44103.0,33.0,fake
44103.0,34.0,fake
44103.0,35.0,fake
44103.0,36.0,real
44103.0,37.0,real
44104.0,0.0,fake
44104.0,1.0,fake
44104.0,2.0,fake
44104.0,3.0,fake
44104.0,4.0,fake
44104.0,5.0,fake
44104.0,6.0,real
44104.0,7.0,real
44104.0,8.0,fake
44104.0,9.0,real
44104.0,10.0,fake
44104.0,11.0,real
44104.0,12.0,fake
44104.0,13.0,fake
44104.0,14.0,fake
44104.0,15.0,fake
44104.0,16.0,real
44104.0,17.0,real
44104.0,18.0,fake
44104.0,19.0,fake
44104.0,20.0,fake
44104.0,21.0,fake
44104.0,22.0,fake
44104.0,23.0,fake
44104.0,24.0,fake
44104.0,25.0,real
44104.0,26.0,real
44104.0,27.0,fake
44104.0,28.0,fake
44104.0,29.0,fake
44104.0,30.0,fake
44104.0,31.0,fake
44104.0,32.0,fake
44104.0,33.0,fake
44104.0,34.0,fake
44104.0,35.0,fake
44104.0,36.0,real
44104.0,37.0,fake
44104.0,38.0,fake
44104.0,39.0,fake
44104.0,40.0,fake
44104.0,41.0,fake
44104.0,42.0,fake
44104.0,43.0,fake
44104.0,44.0,fake
44105.0,0.0,fake
44105.0,1.0,real
44105.0,2.0,real
44105.0,3.0,real
44105.0,4.0,fake
44105.0,5.0,fake
44105.0,6.0,fake
44105.0,7.0,fake
44105.0,8.0,real
44105.0,9.0,real
44106.0,0.0,fake
44106.0,1.0,fake
44106.0,2.0,fake
44106.0,3.0,fake
44106.0,4.0,fake
44106.0,5.0,fake
44106.0,6.0,real
44106.0,7.0,fake
44107.0,0.0,fake
44107.0,1.0,real
44107.0,2.0,fake
44107.0,3.0,real
44107.0,4.0,fake
44107.0,5.0,fake
44107.0,6.0,fake
44107.0,7.0,fake
44107.0,8.0,real
44107.0,9.0,fake
44108.0,0.0,real
44108.0,1.0,fake
44108.0,2.0,fake
44108.0,3.0,fake
44108.0,4.0,fake
44108.0,5.0,real
44108.0,6.0,fake
44108.0,7.0,fake
44108.0,8.0,fake
44108.0,9.0,real
44108.0,10.0,real
44108.0,11.0,fake
44108.0,12.0,fake
44108.0,13.0,fake
44108.0,14.0,fake
44108.0,15.0,real
44108.0,16.0,fake
44108.0,17.0,fake
44108.0,18.0,fake
44108.0,19.0,real
44108.0,20.0,fake
44108.0,21.0,fake
44108.0,22.0,fake
44108.0,23.0,real
44108.0,24.0,fake
44108.0,25.0,fake
44108.0,26.0,fake
44108.0,27.0,fake
44108.0,28.0,fake
44108.0,29.0,fake
44109.0,0.0,real
44109.0,1.0,fake
44109.0,2.0,fake
44109.0,3.0,fake
44110.0,0.0,fake
44110.0,1.0,fake
44110.0,2.0,fake
44110.0,3.0,real
44110.0,4.0,fake
44110.0,5.0,real
44110.0,6.0,fake
44110.0,7.0,fake
44110.0,8.0,fake
44110.0,9.0,fake
44110.0,10.0,fake
44110.0,11.0,fake
44110.0,12.0,fake
44111.0,0.0,fake
44111.0,1.0,fake
44111.0,2.0,real
44111.0,3.0,real
44111.0,4.0,real
44111.0,5.0,real
44111.0,6.0,fake
44111.0,7.0,fake
44111.0,8.0,fake
44112.0,0.0,fake
44112.0,1.0,fake
44112.0,2.0,fake
44112.0,3.0,fake
44112.0,4.0,real
44112.0,5.0,fake
44112.0,6.0,real
44112.0,7.0,real
44112.0,8.0,fake
44112.0,9.0,real
44112.0,10.0,real
44112.0,11.0,fake
44112.0,12.0,real
44112.0,13.0,fake
44112.0,14.0,real
44112.0,15.0,real
44112.0,16.0,fake
44112.0,17.0,real
44112.0,18.0,real
44112.0,19.0,fake
44112.0,20.0,fake
44112.0,21.0,fake
44112.0,22.0,fake
44112.0,23.0,fake
44112.0,24.0,fake
44112.0,25.0,fake
44112.0,26.0,real
44112.0,27.0,fake
44112.0,28.0,fake
44112.0,29.0,fake
44112.0,30.0,fake
44112.0,31.0,fake
44112.0,32.0,fake
44112.0,33.0,fake
44112.0,34.0,real
44112.0,35.0,fake
44112.0,36.0,fake
44112.0,37.0,fake
44112.0,38.0,real
44112.0,39.0,fake
44112.0,40.0,real
44112.0,41.0,fake
44112.0,42.0,fake
44112.0,43.0,fake
44112.0,44.0,real
44112.0,45.0,fake
44112.0,46.0,fake
44112.0,47.0,real
44112.0,48.0,real
44112.0,49.0,fake
44112.0,50.0,fake
44112.0,51.0,fake
44112.0,52.0,fake
44112.0,53.0,fake
44112.0,54.0,real
44112.0,55.0,fake
44112.0,56.0,fake
44112.0,57.0,fake
44112.0,58.0,fake
44112.0,59.0,real
44112.0,60.0,real
44112.0,61.0,fake
44112.0,62.0,fake
44112.0,63.0,real
44112.0,64.0,fake
44112.0,65.0,fake
44112.0,66.0,fake
44112.0,67.0,fake
44112.0,68.0,fake
44112.0,69.0,real
44112.0,70.0,fake
44112.0,71.0,fake
44112.0,72.0,fake
44112.0,73.0,fake
44112.0,74.0,fake
44112.0,75.0,real
44112.0,76.0,fake
44112.0,77.0,fake
44112.0,78.0,fake
44112.0,79.0,fake
44112.0,80.0,fake
44112.0,81.0,fake
44112.0,82.0,real
44112.0,83.0,fake
44112.0,84.0,real
44112.0,85.0,fake
44112.0,86.0,real
44112.0,87.0,fake
44112.0,88.0,fake
44112.0,89.0,fake
44112.0,90.0,fake
44112.0,91.0,fake
44112.0,92.0,fake
44112.0,93.0,fake
44112.0,94.0,fake
44112.0,95.0,fake
44112.0,96.0,fake
44112.0,97.0,fake
44112.0,98.0,fake
44112.0,99.0,real
44112.0,100.0,fake
44112.0,101.0,real
44112.0,102.0,fake
44112.0,103.0,fake
44112.0,104.0,fake
44112.0,105.0,fake
44112.0,106.0,fake
44112.0,107.0,real
44112.0,108.0,fake
44112.0,109.0,fake
44112.0,110.0,fake
44112.0,111.0,fake
44112.0,112.0,fake
44112.0,113.0,fake
44112.0,114.0,fake
44112.0,115.0,real
44112.0,116.0,real
44112.0,117.0,fake
44112.0,118.0,fake
44112.0,119.0,real
44112.0,120.0,fake
44112.0,121.0,fake
44112.0,122.0,fake
44112.0,123.0,real
44112.0,124.0,fake
44112.0,125.0,fake
44112.0,126.0,fake
44112.0,127.0,fake
44112.0,128.0,real
44112.0,129.0,real
44112.0,130.0,fake
44112.0,131.0,fake
44112.0,132.0,real
44112.0,133.0,fake
44112.0,134.0,fake
44112.0,135.0,fake
44112.0,136.0,real
44112.0,137.0,fake
44112.0,138.0,fake
44112.0,139.0,real
44112.0,140.0,fake
44112.0,141.0,fake
44112.0,142.0,real
44112.0,143.0,fake
44112.0,144.0,fake
44112.0,145.0,fake
44112.0,146.0,fake
44112.0,147.0,fake
44112.0,148.0,real
44112.0,149.0,real
44112.0,150.0,real
44112.0,151.0,fake
44112.0,152.0,fake
44112.0,153.0,fake
44112.0,154.0,fake
44112.0,155.0,fake
44112.0,156.0,fake
44112.0,157.0,real
44112.0,158.0,fake
44112.0,159.0,fake
44112.0,160.0,real
44112.0,161.0,fake
44112.0,162.0,fake
44112.0,163.0,fake
44112.0,164.0,fake
44112.0,165.0,fake
44112.0,166.0,real
44112.0,167.0,fake
44112.0,168.0,fake
44112.0,169.0,fake
44113.0,0.0,real
44113.0,1.0,fake
44113.0,2.0,real
44113.0,3.0,fake
44113.0,4.0,fake
44113.0,5.0,fake
44113.0,6.0,fake
44113.0,7.0,fake
44113.0,8.0,fake
44113.0,9.0,fake
44113.0,10.0,fake
44113.0,11.0,fake
44113.0,12.0,fake
44113.0,13.0,fake
44113.0,14.0,fake
44113.0,15.0,fake
44113.0,16.0,fake
44113.0,17.0,fake
44113.0,18.0,fake
44113.0,19.0,fake
44113.0,20.0,real
44113.0,21.0,real
44113.0,22.0,fake
44113.0,23.0,real
44113.0,24.0,fake
44113.0,25.0,fake
44113.0,26.0,real
44113.0,27.0,fake
44113.0,28.0,fake
44113.0,29.0,fake
44113.0,30.0,fake
44113.0,31.0,fake
44113.0,32.0,fake
44113.0,33.0,fake
44113.0,34.0,fake
44113.0,35.0,real
44113.0,36.0,fake
44113.0,37.0,fake
44113.0,38.0,real
44113.0,39.0,fake
44113.0,40.0,fake
44113.0,41.0,fake
44113.0,42.0,fake
44113.0,43.0,real
44113.0,44.0,fake
44113.0,45.0,fake
44113.0,46.0,real
44113.0,47.0,fake
44113.0,48.0,fake
44113.0,49.0,fake
44113.0,50.0,fake
44113.0,51.0,fake
44113.0,52.0,fake
44113.0,53.0,fake
44113.0,54.0,fake
44113.0,55.0,real
44113.0,56.0,fake
44113.0,57.0,fake
44113.0,58.0,fake
44113.0,59.0,fake
44114.0,0.0,fake
44114.0,1.0,real
44114.0,2.0,fake
44114.0,3.0,fake
44114.0,4.0,fake
44114.0,5.0,fake
44114.0,6.0,real
44114.0,7.0,fake
44114.0,8.0,real
44114.0,9.0,real
44114.0,10.0,fake
44114.0,11.0,fake
44114.0,12.0,fake
44114.0,13.0,fake
44114.0,14.0,fake
44114.0,15.0,fake
44114.0,16.0,fake
44114.0,17.0,fake
44114.0,18.0,fake
44115.0,0.0,fake
44115.0,1.0,real
44115.0,2.0,fake
44115.0,3.0,fake
44115.0,4.0,real
44115.0,5.0,fake
44115.0,6.0,real
44115.0,7.0,fake
44115.0,8.0,fake
44115.0,9.0,fake
44115.0,10.0,fake
44115.0,11.0,fake
44115.0,12.0,fake
44115.0,13.0,fake
44115.0,14.0,fake
44115.0,15.0,fake
44115.0,16.0,fake
44115.0,17.0,fake
44115.0,18.0,fake
44115.0,19.0,fake
44115.0,20.0,fake
44115.0,21.0,fake
44115.0,22.0,fake
44115.0,23.0,fake
44115.0,24.0,real
44115.0,25.0,fake
44115.0,26.0,fake
44115.0,27.0,fake
44115.0,28.0,fake
44115.0,29.0,real
44115.0,30.0,real
44115.0,31.0,fake
44115.0,32.0,fake
44115.0,33.0,real
44115.0,34.0,fake
44115.0,35.0,real
44116.0,0.0,fake
44116.0,1.0,real
44116.0,2.0,fake
44116.0,3.0,fake
44116.0,4.0,fake
44116.0,5.0,fake
44116.0,6.0,fake
44116.0,7.0,fake
44116.0,8.0,fake
44116.0,9.0,fake
44116.0,10.0,fake
44116.0,11.0,fake
44116.0,12.0,fake
44116.0,13.0,fake
44116.0,14.0,fake
44116.0,15.0,fake
44116.0,16.0,fake
44116.0,17.0,fake
44116.0,18.0,fake
44116.0,19.0,fake
44116.0,20.0,fake
44116.0,21.0,fake
44116.0,22.0,fake
44116.0,23.0,fake
44116.0,24.0,fake
44117.0,0.0,real
44117.0,1.0,fake
44117.0,2.0,real
44117.0,3.0,fake
44117.0,4.0,real
44117.0,5.0,fake
44117.0,6.0,fake
44117.0,7.0,fake
44117.0,8.0,fake
44117.0,9.0,fake
44117.0,10.0,fake
44117.0,11.0,fake
44117.0,12.0,fake
44117.0,13.0,fake
44117.0,14.0,real
44117.0,15.0,real
44117.0,16.0,fake
44117.0,17.0,fake
44117.0,18.0,fake
44117.0,19.0,real
44117.0,20.0,fake
44117.0,21.0,fake
44118.0,0.0,fake
44118.0,1.0,fake
44118.0,2.0,fake
44118.0,3.0,fake
44118.0,4.0,real
44118.0,5.0,fake
44118.0,6.0,real
44118.0,7.0,fake
44118.0,8.0,fake
44118.0,9.0,fake
44118.0,10.0,fake
44118.0,11.0,fake
44118.0,12.0,fake
44119.0,0.0,fake
44119.0,1.0,fake
44119.0,2.0,fake
44119.0,3.0,fake
44119.0,4.0,real
44119.0,5.0,fake
44119.0,6.0,fake
44119.0,7.0,fake
44120.0,0.0,fake
44120.0,1.0,real
44120.0,2.0,real
44120.0,3.0,real
44120.0,4.0,fake
44120.0,5.0,fake
44120.0,6.0,fake
44120.0,7.0,fake
44120.0,8.0,fake
44120.0,9.0,fake
44120.0,10.0,real
44120.0,11.0,fake
44120.0,12.0,fake
44120.0,13.0,fake
44120.0,14.0,fake
44120.0,15.0,real
44120.0,16.0,real
44120.0,17.0,real
44120.0,18.0,real
44120.0,19.0,fake
44120.0,20.0,fake
44120.0,21.0,fake
44120.0,22.0,fake
44120.0,23.0,real
44120.0,24.0,fake
44120.0,25.0,fake
44120.0,26.0,fake
44120.0,27.0,fake
44120.0,28.0,fake
44120.0,29.0,fake
44120.0,30.0,fake
44120.0,31.0,fake
44120.0,32.0,fake
44120.0,33.0,fake
44120.0,34.0,fake
44120.0,35.0,real
44120.0,36.0,fake
44120.0,37.0,real
44120.0,38.0,fake
44120.0,39.0,fake
44120.0,40.0,fake
44120.0,41.0,real
44121.0,0.0,fake
44121.0,1.0,real
44121.0,2.0,fake
44121.0,3.0,fake
44121.0,4.0,real
44121.0,5.0,real
44121.0,6.0,fake
44121.0,7.0,fake
44121.0,8.0,fake
44121.0,9.0,fake
44121.0,10.0,real
44121.0,11.0,real
44121.0,12.0,fake
44121.0,13.0,fake
44121.0,14.0,fake
44121.0,15.0,fake
44121.0,16.0,fake
44121.0,17.0,fake
44121.0,18.0,fake
44121.0,19.0,fake
44121.0,20.0,fake
44121.0,21.0,fake
44122.0,0.0,fake
44122.0,1.0,fake
44122.0,2.0,fake
44122.0,3.0,real
44122.0,4.0,fake
44122.0,5.0,fake
44122.0,6.0,fake
44122.0,7.0,fake
44122.0,8.0,fake
44122.0,9.0,real
44122.0,10.0,fake
44122.0,11.0,real
44122.0,12.0,fake
44122.0,13.0,fake
44122.0,14.0,fake
44122.0,15.0,real
44122.0,16.0,fake
44122.0,17.0,fake
44122.0,18.0,fake
44122.0,19.0,fake
44122.0,20.0,fake
44122.0,21.0,fake
44122.0,22.0,real
44122.0,23.0,fake
44122.0,24.0,fake
44122.0,25.0,fake
44122.0,26.0,fake
44122.0,27.0,fake
44122.0,28.0,fake
44122.0,29.0,real
44122.0,30.0,fake
44122.0,31.0,fake
44122.0,32.0,fake
44122.0,33.0,fake
44122.0,34.0,fake
44122.0,35.0,real
44122.0,36.0,real
44122.0,37.0,fake
44122.0,38.0,fake
44122.0,39.0,fake
44122.0,40.0,fake
44122.0,41.0,fake
44122.0,42.0,fake
44122.0,43.0,real
44122.0,44.0,real
44122.0,45.0,fake
44122.0,46.0,fake
44122.0,47.0,real
44122.0,48.0,real
44122.0,49.0,fake
44122.0,50.0,fake
44122.0,51.0,real
44122.0,52.0,real
44122.0,53.0,fake
44122.0,54.0,fake
44122.0,55.0,real
44122.0,56.0,fake
44122.0,57.0,fake
44122.0,58.0,fake
44122.0,59.0,fake
44122.0,60.0,fake
44122.0,61.0,fake
44122.0,62.0,fake
44122.0,63.0,fake
44122.0,64.0,fake
44122.0,65.0,fake
44122.0,66.0,real
44122.0,67.0,fake
44123.0,0.0,fake
44123.0,1.0,real
44123.0,2.0,fake
44123.0,3.0,real
44123.0,4.0,fake
44123.0,5.0,real
44123.0,6.0,fake
44123.0,7.0,real
44124.0,0.0,fake
44124.0,1.0,fake
44124.0,2.0,fake
44124.0,3.0,fake
44124.0,4.0,fake
44124.0,5.0,fake
44124.0,6.0,fake
44124.0,7.0,fake
44124.0,8.0,fake
44124.0,9.0,fake
44124.0,10.0,fake
44124.0,11.0,real
44124.0,12.0,real
44124.0,13.0,fake
44124.0,14.0,fake
44124.0,15.0,fake
44124.0,16.0,fake
44124.0,17.0,real
44124.0,18.0,fake
44124.0,19.0,fake
44124.0,20.0,fake
44124.0,21.0,real
44124.0,22.0,fake
44124.0,23.0,fake
44124.0,24.0,fake
44124.0,25.0,fake
44124.0,26.0,fake
44124.0,27.0,fake
44124.0,28.0,fake
44124.0,29.0,fake
44124.0,30.0,fake
44124.0,31.0,real
44124.0,32.0,fake
44124.0,33.0,real
44124.0,34.0,fake
44124.0,35.0,fake
44124.0,36.0,fake
44124.0,37.0,fake
44124.0,38.0,fake
44124.0,39.0,fake
44124.0,40.0,fake
44124.0,41.0,real
44124.0,42.0,fake
44124.0,43.0,real
44124.0,44.0,fake
44124.0,45.0,fake
44124.0,46.0,fake
44124.0,47.0,fake
44124.0,48.0,fake
44124.0,49.0,fake
44124.0,50.0,fake
44124.0,51.0,fake
44124.0,52.0,fake
44124.0,53.0,fake
44124.0,54.0,real
44124.0,55.0,real
44124.0,56.0,fake
44124.0,57.0,fake
44124.0,58.0,fake
44124.0,59.0,fake
44124.0,60.0,fake
44124.0,61.0,fake
44124.0,62.0,fake
44124.0,63.0,real
44124.0,64.0,fake
44124.0,65.0,fake
44124.0,66.0,real
44124.0,67.0,real
44124.0,68.0,fake
44124.0,69.0,fake
44124.0,70.0,fake
44124.0,71.0,fake
44125.0,0.0,fake
44125.0,1.0,real
44125.0,2.0,real
44125.0,3.0,fake
44125.0,4.0,real
44125.0,5.0,fake
44125.0,6.0,fake
44125.0,7.0,fake
44125.0,8.0,fake
44125.0,9.0,fake
44125.0,10.0,fake
44125.0,11.0,fake
44125.0,12.0,fake
44125.0,13.0,fake
44125.0,14.0,fake
44125.0,15.0,real
44125.0,16.0,fake
44125.0,17.0,real
44125.0,18.0,fake
44125.0,19.0,fake
44125.0,20.0,fake
44125.0,21.0,fake
44125.0,22.0,real
44125.0,23.0,fake
44125.0,24.0,fake
44125.0,25.0,fake
44125.0,26.0,fake
44125.0,27.0,fake
44125.0,28.0,fake
44125.0,29.0,fake
44125.0,30.0,fake
44125.0,31.0,fake
44125.0,32.0,fake
44125.0,33.0,fake
44125.0,34.0,fake
44125.0,35.0,fake
44125.0,36.0,fake
44125.0,37.0,real
44125.0,38.0,fake
44125.0,39.0,fake
44125.0,40.0,fake
44125.0,41.0,real
44125.0,42.0,real
44125.0,43.0,real
44125.0,44.0,real
44125.0,45.0,fake
44125.0,46.0,fake
44125.0,47.0,real
44125.0,48.0,fake
44125.0,49.0,fake
44125.0,50.0,fake
44125.0,51.0,fake
44125.0,52.0,fake
44125.0,53.0,fake
44125.0,54.0,fake
44125.0,55.0,fake
44125.0,56.0,fake
44125.0,57.0,fake
44125.0,58.0,fake
44125.0,59.0,fake
44125.0,60.0,fake
44125.0,61.0,fake
44125.0,62.0,fake
44125.0,63.0,fake
44125.0,64.0,fake
44125.0,65.0,real
44125.0,66.0,fake
44125.0,67.0,fake
44125.0,68.0,real
44125.0,69.0,fake
44125.0,70.0,fake
44125.0,71.0,fake
44125.0,72.0,real
44125.0,73.0,fake
44125.0,74.0,fake
44125.0,75.0,fake
44125.0,76.0,fake
44125.0,77.0,fake
44125.0,78.0,fake
44125.0,79.0,fake
44125.0,80.0,real
44125.0,81.0,fake
44125.0,82.0,fake
44125.0,83.0,fake
44125.0,84.0,fake
44125.0,85.0,fake
44125.0,86.0,fake
44125.0,87.0,fake
44125.0,88.0,fake
44125.0,89.0,fake
44125.0,90.0,fake
44125.0,91.0,real
44125.0,92.0,fake
44125.0,93.0,fake
44125.0,94.0,fake
44125.0,95.0,fake
44125.0,96.0,real
44125.0,97.0,fake
44125.0,98.0,fake
44126.0,0.0,fake
44126.0,1.0,fake
44126.0,2.0,fake
44126.0,3.0,fake
44126.0,4.0,fake
44126.0,5.0,fake
44126.0,6.0,fake
44126.0,7.0,fake
44126.0,8.0,fake
44126.0,9.0,real
44126.0,10.0,real
44126.0,11.0,fake
44126.0,12.0,fake
44126.0,13.0,fake
44126.0,14.0,fake
44126.0,15.0,fake
44126.0,16.0,fake
44126.0,17.0,real
44126.0,18.0,fake
44126.0,19.0,real
44126.0,20.0,fake
44126.0,21.0,fake
44126.0,22.0,fake
44126.0,23.0,fake
44126.0,24.0,real
44126.0,25.0,fake
44126.0,26.0,fake
44126.0,27.0,real
44126.0,28.0,fake
44126.0,29.0,real
44126.0,30.0,fake
44126.0,31.0,fake
44126.0,32.0,fake
44126.0,33.0,fake
44127.0,0.0,fake
44127.0,1.0,fake
44127.0,2.0,fake
44127.0,3.0,real
44127.0,4.0,real
